NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CAMSAP2	NA	538	0.25331294536590576	-0.015844597	No	
row_1	AP5Z1	NA	691	0.23681640625	-0.013635966	No	
row_2	NDUFB7	NA	1258	0.19763308763504028	-0.033091076	No	
row_3	MPV17L	NA	1438	0.18858912587165833	-0.034142967	No	
row_4	ZSCAN12	NA	1772	0.17462053894996643	-0.043228798	No	
row_5	DNAJB4	NA	1796	0.17368534207344055	-0.037317786	No	
row_6	GTPBP3	NA	2189	0.15867112576961517	-0.049910296	No	
row_7	NAA38	NA	2234	0.15758450329303741	-0.045669124	No	
row_8	HOTTIP	NA	2873	0.1373569220304489	-0.071054645	No	
row_9	AURKAIP1	NA	2891	0.1369190216064453	-0.06634004	No	
row_10	TAS1R1	NA	3161	0.1298500895500183	-0.074133135	No	
row_11	FRS3	NA	3767	0.11567454040050507	-0.09879536	No	
row_12	S100A6	NA	3885	0.11292766779661179	-0.099901214	No	
row_13	GFUS	NA	4272	0.10410301387310028	-0.114410296	No	
row_14	MCRIP1	NA	4983	0.08926837146282196	-0.14523318	No	
row_15	GGA1	NA	5116	0.08660155534744263	-0.14813155	No	
row_16	PFDN5	NA	5174	0.08568525314331055	-0.14742957	No	
row_17	AXIN1	NA	5289	0.08330220729112625	-0.14958845	No	
row_18	CUEDC2	NA	5387	0.0815478190779686	-0.15099381	No	
row_19	R3HCC1	NA	5534	0.07864260673522949	-0.15489314	No	
row_20	CREB3	NA	5552	0.07840518653392792	-0.15254572	No	
row_21	ILK	NA	5554	0.07838860899209976	-0.14942299	No	
row_22	ATN1	NA	5614	0.0772998183965683	-0.14915724	No	
row_23	HOXB6	NA	5930	0.07188097387552261	-0.16152646	No	
row_24	SATB2	NA	6010	0.07056553661823273	-0.16250312	No	
row_25	UBXN6	NA	6013	0.07052824646234512	-0.15974689	No	
row_26	ZNF35	NA	6142	0.06854898482561111	-0.16318157	No	
row_27	CACYBP	NA	6159	0.06818807870149612	-0.16119899	No	
row_28	DHX30	NA	6254	0.0664021447300911	-0.16307159	No	
row_29	TRIM52-AS1	NA	6406	0.06410292536020279	-0.16780162	No	
row_30	AGAP3	NA	6477	0.06309865415096283	-0.16864388	No	
row_31	FAM86B3P	NA	6555	0.06180960685014725	-0.16987777	No	
row_32	COA1	NA	6657	0.060233015567064285	-0.17233942	No	
row_33	SSNA1	NA	6686	0.059795308858156204	-0.17127836	No	
row_34	ITGB3BP	NA	6744	0.05875563248991966	-0.17166582	No	
row_35	COX7A2	NA	6761	0.05855114012956619	-0.1700731	No	
row_36	STUB1	NA	6780	0.05817801505327225	-0.16859248	No	
row_37	CENPB	NA	6940	0.055703725665807724	-0.1740503	No	
row_38	CYP1A1	NA	6975	0.055116765201091766	-0.1734695	No	
row_39	HOXB5	NA	7184	0.05205516889691353	-0.18145138	No	
row_40	POLR1H	NA	7411	0.04891986399888992	-0.19043308	No	
row_41	KMT5A	NA	7595	0.046024810522794724	-0.19744645	No	
row_42	CYHR1	NA	7601	0.04591074213385582	-0.19583161	No	
row_43	MYO15B	NA	7681	0.044819947332143784	-0.19784983	No	
row_44	COX4I1	NA	7750	0.043698735535144806	-0.1993799	No	
row_45	LINC01347	NA	7804	0.04290422424674034	-0.20021465	No	
row_46	CIAO3	NA	7926	0.04093402251601219	-0.20442703	No	
row_47	VRTN	NA	7962	0.040414053946733475	-0.20448953	No	
row_48	PPIL4	NA	8229	0.037034329026937485	-0.21589202	No	
row_49	TUFM	NA	8291	0.03612451255321503	-0.21738903	No	
row_50	TRIAP1	NA	8305	0.035853736102581024	-0.21656904	No	
row_51	CNOT8	NA	8355	0.035256121307611465	-0.2175192	No	
row_52	COPS8	NA	8389	0.0347246453166008	-0.21771486	No	
row_53	EEF1AKMT2	NA	8395	0.03466806933283806	-0.21655485	No	
row_54	FIS1	NA	8476	0.03350028395652771	-0.21907951	No	
row_55	EIF3G	NA	8500	0.03320268541574478	-0.21885176	No	
row_56	ZNF48	NA	8505	0.0331687368452549	-0.21770391	No	
row_57	KRTCAP2	NA	8671	0.031030990183353424	-0.22445087	No	
row_58	COG8	NA	8676	0.030936656519770622	-0.2233933	No	
row_59	SRRM3	NA	8682	0.03086595982313156	-0.22238712	No	
row_60	GIPC2	NA	8841	0.028802422806620598	-0.22888474	No	
row_61	PRPSAP1	NA	8927	0.027831364423036575	-0.23188123	No	
row_62	TBPL1	NA	9152	0.024944795295596123	-0.24173585	No	
row_63	RPL27A	NA	9199	0.024233605712652206	-0.24298643	No	
row_64	SPHK2	NA	9233	0.023830316960811615	-0.24362282	No	
row_65	USB1	NA	9253	0.0236077681183815	-0.24358925	No	
row_66	SMG7-AS1	NA	9322	0.022512760013341904	-0.24597642	No	
row_67	TMEM199	NA	9432	0.021151963621377945	-0.2504071	No	
row_68	MRPS33	NA	9456	0.02069125510752201	-0.25068548	No	
row_69	MARCHF10	NA	9506	0.020029202103614807	-0.25225165	No	
row_70	HUWE1	NA	9711	0.01748291775584221	-0.26143816	No	
row_71	SLC30A6	NA	9735	0.017115352675318718	-0.26186123	No	
row_72	ZNF629	NA	9771	0.01670680195093155	-0.26288283	No	
row_73	SATB1	NA	9827	0.015820274129509926	-0.26491025	No	
row_74	RPS3A	NA	9838	0.015690412372350693	-0.2647605	No	
row_75	MOSPD3	NA	9874	0.015331289730966091	-0.26583773	No	
row_76	SEM1	NA	9881	0.015225843526422977	-0.26551273	No	
row_77	TMEM18	NA	9903	0.015028437599539757	-0.26592323	No	
row_78	MRGBP	NA	9970	0.014338850975036621	-0.2685441	No	
row_79	RPS7	NA	10004	0.013880529440939426	-0.26958302	No	
row_80	COPS5	NA	10015	0.013793730176985264	-0.26950997	No	
row_81	SEPTIN1	NA	10070	0.013205931521952152	-0.27159467	No	
row_82	GNAI1	NA	10185	0.011854656040668488	-0.27664396	No	
row_83	PCNP	NA	10243	0.011092874221503735	-0.27895963	No	
row_84	NIP7	NA	10267	0.010805835947394371	-0.27963796	No	
row_85	RPS8	NA	10277	0.010694088414311409	-0.27964184	No	
row_86	PPIA	NA	10330	0.009991847909986973	-0.28175956	No	
row_87	MKKS	NA	10361	0.009617130272090435	-0.28282547	No	
row_88	MRPL57	NA	10419	0.009056526236236095	-0.2852235	No	
row_89	YBX1	NA	10423	0.008999355137348175	-0.28500494	No	
row_90	RPS19	NA	10431	0.008924901485443115	-0.28498337	No	
row_91	UCHL5	NA	10527	0.007702094968408346	-0.2892792	No	
row_92	TBC1D12	NA	10594	0.006650891155004501	-0.29221106	No	
row_93	SH2B1	NA	10598	0.006634828168898821	-0.29208812	No	
row_94	PUF60	NA	10718	0.005392126739025116	-0.29764137	No	
row_95	RPS11	NA	10727	0.005316612776368856	-0.29781428	No	
row_96	RPL18	NA	10748	0.005077495239675045	-0.29857883	No	
row_97	GOLGA7	NA	10775	0.004727033898234367	-0.29964858	No	
row_98	MSL2	NA	10795	0.004462807904928923	-0.30038953	No	
row_99	SF3A3	NA	10808	0.004335900768637657	-0.3007961	No	
row_100	IST1	NA	10817	0.004266826435923576	-0.30101147	No	
row_101	NMNAT1	NA	10856	0.0037987667601555586	-0.30270076	No	
row_102	ZNF251	NA	10857	0.003784065367653966	-0.30254766	No	
row_103	COASY	NA	11012	0.0018266597762703896	-0.3099426	No	
row_104	RNF167	NA	11080	0.0010640616528689861	-0.313149	No	
row_105	RPS20	NA	11083	0.0010355454869568348	-0.3132041	No	
row_106	SNRPE	NA	11257	-0.0011093101929873228	-0.32154953	No	
row_107	MELTF-AS1	NA	11269	-0.0012094521662220359	-0.3220341	No	
